id,risk_score,risk
7082,16.75,5
7538,10.625,5
8774,5,5
7225,9.25,5
1123,12.5,5
1181,5,5
4612,5,5
1763,5,5
5560,15,5
1037,9.375,5
8146,8.75,5
3657,5,5
2405,5,5
4214,14,5
5524,7.5,5
832,2.5,0
2425,7.5,5
3799,16.25,5
1194,7.5,5
8529,11.875,5
9481,15.25,5
336,0,0
5949,5,5
562,4.5,2
3486,7.5,5
4658,11.25,5
6994,5,5
4524,20.625,5
313,9.75,1
4326,10.25,5
4453,5,5
8877,17.5,5
9482,5,5
5486,5,5
24,2.25,0
5103,12.375,5
9668,15.75,5
9658,5,5
4485,18.75,5
7104,5,5
701,14.125,5
5958,7.5,5
1011,13,5
4813,5,5
7942,5,5
465,19,1
2184,18.75,5
3703,5,5
7127,6,5
9286,20,5
444,9,4
8598,5,5
6654,16.5,5
2563,5,5
1787,5,5
1960,18.125,5
7514,13,5
1818,9.375,5
5123,7.5,5
8806,5,5
1826,5,5
9,9.375,1
2147,5,5
5939,8.5,5
6289,5,5
7558,11.375,5
13819,0,0
8024,13.75,5
166,6,6
2833,8.75,5
8274,11.25,5
219,10.5,3
6425,5,5
614,6,6
4644,7.5,5
9963,7.5,5
5351,16.75,5
4014,5,5
1060,15.625,5
8629,16.25,5
1777,7.5,5
7369,10.625,5
801,16,1
1337,10.625,5
3640,7.5,5
7309,14.375,5
9927,5,5
1639,5,5
4461,5,5
3539,5,5
6358,5,5
5979,5,5
3609,5,5
3451,5,5
4261,15.375,5
601,1,1
5001,27.5,5
5307,10,5
1007,5,5
3913,19.375,5
6835,5,5
7045,7.5,5
7009,5,5
596,4,4
8354,18.5,5
8108,11.875,5
8391,14.375,5
4037,14.375,5
1294,5,5
9519,5,5
1995,11.25,5
9895,5,5
6455,16.875,5
4445,10.625,5
1792,8.75,5
8929,14.375,5
6788,7.5,5
659,3,3
1822,16.25,5
1506,7.5,5
5794,9.375,5
82010,0,0
744,2.5,0
3456,18.125,5
6741,11.25,5
3538,10.875,5
8398,9.375,5
25,8.5,1
2369,20.625,5
5691,5,5
373,15.625,5
2410,5,5
5167,17.625,5
3185,5,5
8143,14.375,5
3438,8.25,5
5043,5,5
7600,5,5
1348,5,5
8880,5,5
1443,5,5
8451,7.5,5
2233,18,5
2867,9.375,5
9126,5,5
7836,5,5
3262,24.375,5
9377,7.5,5
688,0,0
3498,5,5
7139,11.875,5
914,9.375,5
8769,9.375,5
2344,5,5
5991,10,5
1315,11.25,5
9557,5,5
9957,11.25,5
2246,5,5
2497,9.375,5
3273,20,5
7900,17.5,5
7566,19.75,5
6995,9.375,5
4895,9.375,5
5216,10,5
6026,5,5
9565,10.375,5
1441,5,5
7096,7.5,5
9075,8.75,5
5828,16.875,5
4501,5,5
6767,9.375,5
5157,13.375,5
6276,5,5
4849,11.875,5
4795,14,5
6298,7.5,5
8845,13.625,5
9399,9,5
7933,15,5
1153,7.5,5
3845,12.5,5
2651,5,5
368,6.25,0
1366,10.625,5
33447,0,0
9468,14,5
4227,5,5
3680,31.25,5
5993,5,5
579,3,3
1626,8.75,5
4688,13.125,5
9432,10,5
8678,5,5
4695,9.375,5
2515,5,5
8569,10.125,5
1364,11.875,5
2499,16.875,5
6467,10,5
77749,0,0
7724,18.75,5
5897,15,5
5641,10.625,5
2114,11.875,5
2472,11.75,5
3416,14.875,5
29054,0,0
129,7.875,1
8037,5,5
1546,27,5
9332,5,5
9631,5,5
4206,10.625,5
5274,7.5,5
2969,5,5
9853,7.75,5
9398,7.5,5
5168,5,5
9253,10,5
9696,7.5,5
5217,15,5
1883,5,5
9490,9.375,5
8460,14.25,5
2485,7.5,5
8713,14.375,5
9238,5,5
4720,5,5
3246,5,5
8953,10,5
464,7.5,0
4641,5,5
8636,9.125,5
1656,5,5
8690,5,5
2051,5,5
1203,21,5
8850,5,5
1922,5,5
4128,10.25,5
1890,12,5
14870,0,0
9167,9.375,5
1331,8.75,5
7133,10,5
3689,12.5,5
4551,5,5
8321,10.625,5
347,12.125,3
2817,15.25,5
2500,5,5
6166,11.875,5
4184,14.5,5
2049,14.5,5
1625,11.875,5
7525,7.5,5
8331,7.5,5
2864,5,5
3917,11.125,5
7356,12.5,5
6838,11.875,5
2566,5,5
6583,5,5
5975,8.875,5
2859,5,5
6572,10.25,5
6032,5,5
4779,9.5,5
4392,17.5,5
7915,10,5
8956,5,5
2035,13.5,5
5240,5,5
7676,13,5
2765,16.875,5
441,3.5,1
1476,5,5
8057,10.625,5
5130,7.5,5
3106,9.75,5
4852,16.625,5
5136,5,5
2303,13.5,5
3279,5,5
9007,7.5,5
1303,17.375,5
7370,9.5,5
0,0,0
4562,5,5
7778,7.5,5
4418,12.125,5
7612,15.25,5
7589,7.5,5
7716,5,5
7772,8.75,5
6945,11.25,5
1457,5,5
5600,5,5
8290,9.375,5
187,5.5,3
1428,5,5
2390,5,5
9878,5,5
3691,17.25,5
4363,8.75,5
964,5,5
3181,5,5
3666,7.5,5
2000,5,5
8677,5,5
4430,10,5
4511,7.5,5
8029,10,5
8835,12.375,5
9843,5,5
7460,5,5
7766,24.375,5
3548,11.875,5
1488,12.375,5
7018,5,5
4825,5,5
2676,5,5
3947,9.375,5
5308,8,5
3607,11.5,5
697,4.75,1
4539,9.375,5
3572,5,5
7975,5,5
8160,7.5,5
5870,5,5
5443,5,5
7401,9.375,5
7212,17.375,5
2131,8.75,5
6929,8.75,5
6057,5,5
8927,20.625,5
5129,18.125,5
6652,7.5,5
5712,12.5,5
2319,5,5
6203,12.125,5
8724,12.125,5
8741,9.375,5
6896,10.625,5
1519,11.875,5
8255,18.125,5
8846,5,5
6714,5,5
1954,9,5
4414,12.25,5
4608,5,5
7729,5,5
5173,12.5,5
6514,10.625,5
9008,7.5,5
4929,10,5
6067,5,5
3352,12.5,5
9131,5,5
5662,5,5
8455,5,5
9300,5,5
2547,7.5,5
4267,5,5
79902,0,0
3670,5,5
4642,9.375,5
7202,5,5
63713,0,0
7203,12.5,5
6233,5,5
6496,9.75,5
8204,5,5
9294,7.5,5
9298,15.875,5
5146,5,5
4434,5,5
731,3,3
7713,18.125,5
2352,11.625,5
8550,5,5
3751,21.5,5
9355,16.625,5
1363,13.75,5
6749,5,5
7173,16.25,5
2761,13.875,5
1000005,0,0
7034,5,5
7549,11.375,5
8489,9.375,5
8459,5,5
511,7,7
3232,13.75,5
2792,15,5
7859,5,5
8363,5,5
3918,11.25,5
3851,5,5
616,0,0
2240,5,5
7632,5,5
7486,9.375,5
9620,11.25,5
71600,0,0
2589,16.875,5
5381,10,5
4090,7,5
9704,13.75,5
9092,10,5
9135,5,5
3253,5,5
8210,10.5,5
4807,11.25,5
1080,7.5,5
1561,9.375,5
9753,7.5,5
1259,7.5,5
6094,12.625,5
5045,11.875,5
7754,22.125,5
1624,5,5
1518,12.75,5
2714,10.25,5
9766,9.375,5
3521,5,5
5714,17.125,5
8897,7.5,5
1958,10,5
5872,5,5
8697,15,5
1235,5,5
5076,5,5
7652,5,5
8257,7.5,5
1093,12.25,5
7813,9.125,5
7799,5,5
7702,5,5
101,7.75,5
2683,21.5,5
5520,18.625,5
3742,7.5,5
1539,14.375,5
986,7.5,5
8906,13.75,5
3584,5,5
9258,7.5,5
3578,5,5
854,9.25,6
6621,12.5,5
1041,10.625,5
1192,5,5
11,17,3
8847,5,5
672,0,0
1793,5,5
44464,0,0
938,10.625,5
4864,23.375,5
5475,7.5,5
7508,5,5
7337,5,5
6841,5,5
2354,13.75,5
4555,5,5
9216,7.5,5
7385,8.25,5
4589,14.375,5
1271,5,5
4109,26.75,5
5943,11.25,5
2767,5,5
9531,11.5,5
8477,5,5
5110,5,5
1611,10.25,5
5289,18.375,5
1339,15,5
7998,5,5
8972,9.375,5
2839,5,5
1832,5,5
2512,7.5,5
9447,5,5
6811,7.5,5
5924,5,5
8947,5,5
2997,8.75,5
5051,15.625,5
6441,9.625,5
1577,15,5
1750,7.5,5
48050,0,0
4225,13.75,5
2062,13.125,5
5797,7.5,5
7406,10.625,5
9551,5,5
2191,7.5,5
501,11.25,5
4456,9.375,5
328,0,0
5995,5,5
2242,9.375,5
1196,5,5
8745,7.5,5
5058,12.5,5
4530,5,5
5194,5,5
1134,15,5
2459,14.375,5
486,6,6
1404,13.75,5
9953,9.375,5
8743,14,5
3764,8.75,5
8511,7.5,5
4189,7.5,5
3709,5,5
6965,5,5
5998,5,5
7644,5,5
2863,9.75,5
3489,8.625,5
9692,13.125,5
543,12.625,7
7293,5,5
2407,5,5
433,1,1
2648,10,5
3187,5,5
1856,9.375,5
422,6,6
7134,5,5
6045,11.875,5
8815,10,5
1112,9.75,5
9105,22.5,5
7160,5,5
5060,14.125,5
6090,7.5,5
6662,9,5
1318,14.25,5
9019,12.5,5
685,5,5
8669,7.5,5
8898,5,5
415,7,7
4969,5,5
4157,5,5
979,5,5
6711,19.625,5
8206,13.625,5
7781,11.5,5
279,14.125,7
6869,14.75,5
595,6.75,3
7334,5,5
1254,5,5
9288,13.75,5
6984,11.25,5
1616,7.5,5
9014,11.875,5
7115,5,5
7559,7.5,5
7925,13.75,5
8412,5,5
32418,0,0
4954,11.25,5
8969,10.625,5
7782,5,5
8225,5,5
2118,7.5,5
9246,5,5
7048,5,5
8659,7.5,5
1749,5,5
2831,14.375,5
2426,7.5,5
2603,5,5
1901,7.75,5
1383,5,5
6200,7.5,5
8922,7.5,5
2571,5,5
4280,12.5,5
7321,11.25,5
1079,8.75,5
6513,5,5
3340,7.5,5
3892,5,5
9729,10.625,5
5742,18.125,5
3285,5,5
8095,15.875,5
7909,12.5,5
1874,5,5
2554,10.875,5
912,22.75,5
9604,5,5
3224,10.5,5
8674,10,5
6180,10,5
2098,7.5,5
6025,7.5,5
9161,16.875,5
2437,5,5
4752,5,5
5536,7.5,5
5338,8.75,5
5401,10,5
1895,5,5
818,6.625,2
1014,13.25,5
2455,5,5
8236,11.25,5
5288,7.5,5
3985,13.25,5
2939,10,5
4623,9.375,5
5611,16.875,5
3964,5,5
2556,5,5
5139,6.5,5
2754,13.125,5
9438,10.625,5
3698,5,5
551,15.125,7
6365,19.375,5
8297,5,5
8792,14,5
325,20.875,5
1731,21.5,5
7995,9.375,5
5488,7.5,5
4722,10,5
5094,5,5
1748,10,5
4354,12.5,5
9741,9.375,5
7471,5,5
8555,5,5
9366,10,5
7913,18.125,5
5447,5,5
4083,7.5,5
1309,7.5,5
7669,19.25,5
9666,10,5
305,1,1
1088,5,5
1342,7.5,5
8086,18,5
7621,8.75,5
2931,14.75,5
6019,5,5
132,6.5,4
5732,11.25,5
7625,12.125,5
4564,5,5
4369,12.5,5
5802,13.125,5
6388,10,5
7521,11.25,5
3490,19.375,5
5656,8.5,5
2079,15,5
5426,11.25,5
4044,7.5,5
5829,19.375,5
3808,5,5
3781,9.375,5
7012,9.875,5
317,5,5
4165,8.875,5
8421,12.125,5
3967,5,5
5965,5,5
3581,5,5
987,5,5
6300,5,5
3140,7.5,5
727,7,7
714,5.75,2
154,4.5,2
4403,7.5,5
6121,20,5
4884,9.375,5
4740,5,5
9201,5,5
9951,5,5
2762,7.5,5
4437,16.875,5
9687,11.25,5
8714,5,5
6460,5,5
3711,12.25,5
3740,11.25,5
3409,9.375,5
5144,14.375,5
3295,10,5
8301,19.875,5
1157,9.375,5
6481,5,5
7235,5,5
2613,13.75,5
9977,11.25,5
1942,8.75,5
6970,5,5
3563,27,5
3877,14.5,5
1087,5,5
7620,13.25,5
3816,5,5
9639,15.5,5
201,14.5,1
3778,11.25,5
8007,14.75,5
4257,7.5,5
8611,7.5,5
2163,5,5
1857,9,5
8962,5,5
7450,5,5
8453,5,5
18031,0,0
1738,5,5
9606,9.375,5
4627,10.75,5
6518,7.5,5
6709,5,5
9096,5,5
2311,10.25,5
7345,7.5,5
6185,12.25,5
1654,11.875,5
9991,5,5
2412,5,5
5532,11.875,5
967,9.125,5
3487,5,5
799,7,7
6723,5,5
6105,5,5
2372,11.875,5
5281,12.75,5
7735,19.125,5
939,7.5,5
3043,14.25,5
3752,5,5
1681,19.875,5
9923,9.375,5
9160,5,5
7059,5,5
9416,5,5
5290,15,5
6186,31.25,5
9805,20.875,5
8685,5,5
2822,11.875,5
6020,20.625,5
3886,13,5
9886,5,5
9809,13.75,5
6602,7.5,5
4710,13.625,5
21,11.25,5
2158,5,5
831,13.875,7
3104,5,5
9816,11.875,5
8369,7.5,5
6722,17,5
2469,10,5
3102,10,5
182,10,6
2307,5,5
4162,8.75,5
8318,5,5
4031,5,5
9607,10,5
8346,11.25,5
3725,8,5
9232,10,5
2166,5,5
14,10.125,6
6400,5,5
2322,5,5
1052,5,5
1630,5,5
8747,5,5
9087,8.25,5
1250,5,5
5087,5,5
4512,11.875,5
5158,5,5
5392,5,5
5739,8.75,5
2448,14.5,5
1473,5,5
8568,12.5,5
9356,5,5
2099,5,5
9060,5,5
8420,11.875,5
7332,5,5
476,11.25,4
3221,22.375,5
3134,6.5,5
70,11.25,6
6004,5,5
5929,11.5,5
617,1,1
9034,11,5
5120,5,5
9245,7.5,5
4796,5,5
8734,12.5,5
4767,16.875,5
6509,5,5
1974,5,5
6237,8.75,5
9983,11.25,5
3027,8.75,5
8298,15.125,5
3444,5,5
4244,8.875,5
8314,5,5
8308,7.5,5
6916,5,5
8021,21.875,5
7698,11,5
3338,10,5
8695,8.75,5
7405,7.5,5
1751,9.375,5
4168,5,5
7796,5,5
3592,10.125,5
6822,5,5
121,20.375,1
5478,5,5
3575,5,5
9717,20,5
641,4.75,1
7802,7.5,5
4832,16.25,5
2461,5,5
1573,13.25,5
3638,9.375,5
8296,13.75,5
4673,7.5,5
9564,5,5
1325,12.5,5
6089,5,5
1574,5,5
4578,15.625,5
8360,6,5
4419,8.75,5
6052,5,5
1019,10.625,5
1386,8.875,5
2135,31.125,5
3753,5,5
2706,19,5
8030,15,5
1632,23.125,5
1270,14,5
2878,13.75,5
7569,16.625,5
3775,13.75,5
5393,7.5,5
4,10.5,4
6218,5,5
8640,20.625,5
6145,7.5,5
881,1,1
9324,5,5
3291,20,5
4604,11.875,5
5853,7.5,5
7971,5,5
2398,7.5,5
4768,5,5
4921,20,5
990,5,5
820,11.625,4
6713,7.5,5
9810,5,5
2059,7.5,5
2078,7.5,5
937,5,5
5406,5,5
6826,10,5
4411,7.5,5
1691,10,5
9974,5,5
1920,11.25,5
5869,10.25,5
572,4,4
6667,5,5
9514,5,5
6520,5,5
3443,5,5
4005,5,5
5188,5,5
7446,15.125,5
4761,5,5
6781,10,5
7507,7.5,5
522,8.25,2
6664,5,5
918,5,5
216,8.75,0
6397,5,5
9707,5,5
7543,11.75,5
9619,11.25,5
4758,11.75,5
9409,9.5,5
5202,11.875,5
1376,12.5,5
6530,15.625,5
7503,5,5
8294,19,5
4048,5,5
6132,5,5
8015,5,5
4518,5,5
4293,11.25,5
7603,12.5,5
6022,7.5,5
4218,5,5
8156,9.125,5
5999,11.875,5
2345,6.25,5
75847,0,0
7443,5,5
9370,9.75,5
9819,8.75,5
7837,10.625,5
1281,8.75,5
6084,10,5
1220,5,5
5448,5,5
2285,31.125,5
5707,5,5
561,1,1
600,2.5,0
6569,5,5
8028,5,5
6416,7.5,5
8270,5,5
680,6.25,0
2995,5,5
2830,5,5
1948,10.5,5
8537,34,5
8602,21.125,5
20,4,4
1065,10.625,5
6043,11.25,5
2700,13,5
3838,5,5
7248,7.5,5
3949,13.75,5
6081,12.5,5
2917,5,5
2696,7.5,5
1870,14.75,5
1265,5,5
926,21.5,5
8763,9.375,5
2725,16.875,5
1280,7.5,5
4127,7.5,5
5757,8.75,5
8621,13.125,5
1241,12.875,5
6903,8.75,5
5044,26.75,5
6900,16.875,5
2898,5,5
3200,9.375,5
7208,14.5,5
7301,5,5
5913,5,5
8832,15,5
666,6.375,2
3526,11.25,5
5316,16.875,5
1746,11.25,5
5181,5,5
1808,5,5
7378,7.5,5
7784,7.5,5
1361,13.75,5
919,7.5,5
3836,13.125,5
7487,5,5
6848,5,5
870,15.125,6
4850,11.875,5
2530,7.5,5
7263,13.75,5
7418,11.875,5
7056,5,5
3925,5,5
5976,8.75,5
7476,9.375,5
9184,24.125,5
7050,5,5
6483,7.5,5
3094,5,5
270,11.625,6
5382,5,5
8466,5,5
9389,5,5
5618,7.5,5
9976,8.75,5
5333,8.75,5
5119,5,5
2122,5,5
8545,5,5
7845,15.75,5
3943,11.25,5
5737,10.5,5
8009,15.5,5
8615,15.625,5
7917,18.125,5
8994,5,5
4348,13.75,5
6914,8.75,5
1465,7.5,5
8379,5,5
9942,11.875,5
189,8.75,5
6072,11.875,5
8405,10.625,5
3508,11.25,5
3497,13.75,5
1693,9.375,5
2600,5,5
4883,12.5,5
271,11.375,7
6692,8.75,5
1201,15.5,5
9572,24.375,5
9715,5,5
7464,15.625,5
7923,14.375,5
8801,5,5
1752,12.5,5
4451,15,5
8075,7.5,5
5671,10,5
1653,5,5
5772,12,5
2526,9.375,5
2071,12.375,5
8843,10,5
9040,15.625,5
4351,10.625,5
8141,5,5
32,3.75,0
3430,5,5
4588,12.125,5
4611,5,5
4134,5,5
116,4,4
3356,15,5
8508,5,5
2434,11.875,5
5302,5,5
2549,11.25,5
6743,12.5,5
1353,5,5
7692,5,5
8207,20.125,5
781,5,5
7270,5,5
9760,5,5
405,5,5
1867,29,5
3400,10,5
3830,11.25,5
2753,9.375,5
624,4.375,0
5242,7.5,5
8335,10,5
509,10,5
3783,5,5
3064,10,5
5685,5,5
7807,5,5
7158,9.375,5
9574,10.625,5
9993,5,5
4937,13.125,5
6731,14.75,5
7762,5,5
296,0,0
1572,5,5
7273,5,5
1512,11,5
2294,11.375,5
5645,5,5
7711,5,5
7252,8.75,5
2088,15.75,5
2904,11.25,5
4032,5,5
675,9.875,3
6194,5,5
3959,5,5
1436,5,5
1090,10,5
9030,8.75,5
829,5,5
5925,5,5
9009,5,5
8433,7.5,5
691,3,3
4821,5,5
5325,5,5
2162,5,5
6240,10,5
3414,7.5,5
2136,7.5,5
467,6.75,3
9586,5,5
8304,11.875,5
2069,7.5,5
9583,9.375,5
3606,13.75,5
1159,8.75,5
3210,5,5
6613,10.625,5
6246,7.5,5
8005,11.25,5
9017,10,5
7760,11.875,5
9306,5,5
8091,7.5,5
7624,10,5
6411,10.625,5
4683,7.5,5
7365,11.875,5
4962,9.75,5
7449,9.375,5
9217,11.25,5
285,10,5
5508,5,5
9936,5,5
3222,7.5,5
4120,5,5
9233,10,5
3643,5,5
1864,19.375,5
1370,5,5
5121,5,5
4660,13,5
8107,8.75,5
9990,7.5,5
6372,14.375,5
5115,7.5,5
7727,5,5
1018,9.375,5
7999,5,5
245,5,5
4076,8.75,5
4494,14.375,5
5749,8.75,5
6607,5,5
5394,20,5
3755,5,5
5982,19.375,5
8085,5,5
6291,7.5,5
1879,9.375,5
3165,5,5
8403,5,5
7168,8.75,5
3690,10,5
9044,5,5
2491,16.875,5
5879,5,5
5558,7.5,5
2269,10,5
9874,13.75,5
6239,5,5
2348,5,5
2927,7.5,5
4643,18.75,5
8733,8.25,5
1066,15.625,5
2198,8.75,5
5221,5,5
474,10.75,2
3667,18.75,5
3915,13.125,5
8036,5,5
7821,9.375,5
1831,5,5
1396,13.375,5
4711,5,5
8892,5,5
9002,5,5
9145,5,5
976,5,5
4169,7.5,5
4301,5,5
8933,10,5
4900,13.75,5
9052,5,5
7874,10,5
8112,20.375,5
8887,7.5,5
7843,7.5,5
5271,9.375,5
7341,14.375,5
2735,9.375,5
1740,5,5
6332,5,5
6475,14.375,5
5463,10,5
7297,10,5
9129,5,5
3530,5,5
9794,5,5
1547,12.125,5
2346,24.125,5
7262,5,5
1603,5,5
8811,5,5
3555,7.5,5
5336,9.375,5
3537,8.75,5
1999,9.375,5
3417,5,5
8795,10,5
3961,5,5
7466,5,5
9897,15,5
1604,5,5
1504,7.5,5
7250,5,5
5224,17.5,5
8705,12.375,5
2890,8.75,5
6016,17.25,5
4619,9.375,5
9593,15,5
4797,5,5
7615,5,5
2256,19.625,5
6223,7.5,5
7170,5,5
7704,7.5,5
8371,10,5
1742,5,5
4554,13.75,5
7187,8,5
3970,7.5,5
2110,5,5
6248,7.5,5
2756,5,5
4894,5,5
84212,0,0
8965,7.5,5
1394,11.25,5
4975,5,5
7362,11.875,5
5067,14.375,5
9630,22.125,5
853,10,5
3517,11.875,5
1372,8,5
2275,5,5
3015,5,5
8092,7.5,5
7743,7.5,5
3441,5,5
7655,5,5
5657,7.5,5
3368,8.75,5
451,3,3
6797,5,5
125,5,5
7994,5,5
9569,7.5,5
1669,5,5
800,0,0
3826,5,5
4838,9,5
5149,5,5
3650,15.625,5
5613,10,5
5023,13.125,5
7328,9.375,5
9407,15,5
944,0,5
944,0,0
944,0,5
944,0,0
944,0,5
944,0,0
944,0,5
944,0,0
2393,5,5
3281,5,5
9003,10,5
6558,21.25,5
944,5,5
944,5,0
944,5,5
944,5,0
944,5,5
944,5,0
944,5,5
944,5,0
9975,9.75,5
3858,8.75,5
9308,11.875,5
7650,10,5
6366,5,5
2464,5,5
8386,8.75,5
9032,7.25,5
9830,5,5
8306,5,5
5523,16.875,5
1722,5,5
8313,9.625,5
9470,31.125,5
6100,5,5
6582,12.5,5
9585,18.125,5
2282,5,5
4305,5,5
1455,5,5
2773,14.5,5
7639,5,5
2814,11.875,5
3084,5,5
8764,10.875,5
7856,5,5
5128,8.75,5
2231,7.5,5
3999,5,5
6308,7.5,5
34977,0,0
2991,12.125,5
4659,15,5
1334,5,5
5615,5,5
1070,5,5
3663,5,5
1013,9.5,5
85,13.875,5
4587,7.5,5
3191,8.75,5
3509,18.125,5
9534,5,5
4949,5,5
4582,12.625,5
5773,12.5,5
59749,0,0
1888,5,5
9261,5,5
7490,5,5
6897,8.75,5
7041,11.875,5
8559,11.25,5
8509,15.875,5
3879,14.25,5
4693,7.5,5
597,15.625,5
8493,5,5
3512,10,5
2752,5,5
2903,5,5
3137,5,5
7194,6,5
9998,17.25,5
712,0,0
3226,13.125,5
5538,5,5
6453,7.5,5
3105,7.5,5
8288,7.5,5
5303,5,5
1427,8.75,5
7502,5,5
3770,5,5
556,4,4
9274,7.5,5
6334,5,5
1045,5,5
5676,11.875,5
9744,5,5
4224,7.5,5
8849,7.5,5
1336,5,5
6663,9.375,5
8266,5,5
4199,10,5
888,14.375,0
22,11.625,6
4266,5,5
9026,5,5
570,2,2
8246,5,5
6771,5,5
9406,8,5
4196,5,5
1984,8.75,5
7473,11.25,5
6801,13.125,5
6469,8.75,5
7885,17.5,5
54531,0,0
1482,12.125,5
3541,10,5
9249,9,5
3095,5,5
28,17.75,4
4104,10,5
9191,8.75,5
5874,18.5,5
7425,11.25,5
7318,7.5,5
7398,19.5,5
203,5.5,3
9335,5,5
8514,11.875,5
7861,10,5
6661,5,5
6156,5,5
8970,10.625,5
2496,13,5
7368,5,5
2504,5,5
1501,10,5
4080,7.5,5
2580,5,5
3506,5,5
9134,13.125,5
3327,5,5
6310,7.5,5
1707,8.75,5
1651,6.5,5
5886,5,5
5941,5,5
9546,5,5
2247,12.5,5
7186,5,5
184,12,0
4565,10,5
5789,14.25,5
1147,5,5
5838,7.5,5
2809,5,5
3535,7,5
9795,5,5
1935,12.5,5
5277,7.5,5
4318,25.75,5
4307,20,5
9632,13.125,5
2304,7.5,5
2494,12.75,5
2787,5,5
4680,9.375,5
604,13.625,4
9172,15.625,5
8070,9.75,5
1378,7.5,5
8305,10,5
6637,5,5
6959,11.75,5
177,3.5,1
2797,9.375,5
9179,5,5
4459,14.375,5
4075,18.75,5
678,8.5,6
3910,7.5,5
8723,5,5
6083,13.75,5
10230,0,0
5314,18,5
9020,5,5
10000009,5,0
4347,7.5,5
1167,9.875,5
4374,5,5
6750,10.75,5
5203,5,5
2687,5,5
7578,5,5
4099,5,5
4384,5,5
5312,21,5
9164,7.5,5
1110,5,5
1871,7,5
5860,7.5,5
7931,11.75,5
9069,5,5
2217,10.625,5
9243,5,5
5318,9.25,5
4666,7.5,5
9848,7.5,5
344,0,0
6762,9.375,5
6611,14,5
9815,5,5
8546,5,5
3354,7.5,5
7222,5,5
6173,21.125,5
9591,16.875,5
4930,5,5
1143,9.75,5
6118,7.5,5
251,3,3
1357,7.5,5
16,0,0
3251,5,5
4198,5,5
7715,5,5
4086,11.25,5
2977,17.875,5
973,21,5
5845,5,5
8071,12.25,5
1711,5,5
2862,11.875,5
1696,7.5,5
3929,26.75,5
4874,5,5
742,8.5,6
7323,5,5
3605,7.5,5
5525,8.75,5
4540,12.625,5
52,9,4
9598,10,5
488,0,0
644,4,4
5285,10.625,5
7590,11.875,5
1565,10,5
5469,5,5
4989,7.5,5
6886,10,5
1919,14.625,5
4365,10.625,5
2167,12.5,5
1613,8.75,5
5195,5,5
7185,5,5
35,9.25,3
2005,5,5
3649,13.875,5
3315,5,5
7629,5,5
1475,7.375,5
7313,5,5
1074,11.875,5
5934,24.125,5
634,2,2
4633,13.125,5
4653,13.125,5
4654,13.125,5
1169,14.75,5
1406,9.375,5
4545,11.875,5
4618,14.75,5
7604,5,5
1813,7.5,5
3235,7.5,5
2528,5,5
407,9.5,7
84,6.5,4
3289,5,5
4359,13.25,5
7705,5,5
547,12,3
1289,5,5
4799,5,5
9733,6.5,5
9747,7.5,5
6442,17.5,5
4742,9.375,5
7974,10,5
4528,7.5,5
5731,7.5,5
9613,7.5,5
3505,10,5
6030,7.5,5
7930,10.625,5
2358,5,5
7929,10.625,5
9657,5,5
4294,7.5,5
6414,5,5
8214,11.25,5
5581,5,5
1174,14.875,5
792,3.875,0
4064,11.125,5
9669,8.75,5
6277,7.5,5
1132,11.875,5
7042,10,5
1313,5,5
236,7.125,4
4965,5,5
9373,16.875,5
1715,10.625,5
1034,12.5,5
2529,10.625,5
3374,6.75,5
8468,7.5,5
1274,5,5
58206,0,0
3502,5,5
1534,20.625,5
4750,14.25,5
4950,8.75,5
6470,12.625,5
8063,14.375,5
838,6,6
6085,9.375,5
1038,5,5
9200,5,5
9875,12.5,5
4231,5,5
5209,21.625,5
7141,5,5
6737,10,5
2374,8.75,5
9536,17.375,5
7027,5,5
2782,5,5
6216,11.375,5
840,0,0
9642,8.75,5
6126,5,5
5484,9.375,5
9121,5,5
3828,5,5
9588,11.875,5
7904,12.75,5
1685,7.5,5
2502,12.375,5
3896,8.75,5
8630,5,5
3951,16.25,5
5989,5,5
439,12,7
3921,13.75,5
7354,12.25,5
3623,7.5,5
2635,5,5
6957,8.75,5
4981,8.75,5
5364,11.875,5
5905,24.875,5
1051,7.5,5
4697,5,5
6355,10.75,5
7894,5,5
6872,7.5,5
3323,17.125,5
4871,5,5
5968,13.75,5
280,4.375,0
837,5,5
41,20,1
8410,15.5,5
5161,5,5
23,13.875,7
533,21.875,5
8013,10,5
128,0,0
1316,5,5
5667,10.5,5
5612,5,5
9693,5,5
8312,5,5
6071,5,5
9448,5,5
7455,15.5,5
5084,8.5,5
6955,5,5
6792,24.75,5
6724,13.75,5
4046,5,5
7112,16.25,5
1471,11.25,5
6253,16.25,5
7892,7.5,5
660,4,4
8155,5,5
1766,5,5
9041,5,5
1000002,0,0
293,12.5,5
3701,5,5
2643,8.75,5
9532,5,5
6222,5,5
4636,10.625,5
8317,5,5
3142,16.125,5
7230,13.125,5
3050,18.125,5
4172,5,5
8610,5,5
869,11.25,5
5218,12.875,5
8802,13.125,5
9910,5,5
3928,7.5,5
8637,5,5
615,9.5,7
122,2,2
2176,9.375,5
7596,10,5
9738,5,5
1564,5,5
6162,8,5
380,14.5,4
2254,5,5
3382,5,5
7732,7.5,5
8497,5,5
1177,13.75,5
4023,11.25,5
4381,7.5,5
8051,5,5
9362,5,5
5397,20,5
8525,14.75,5
9262,8.75,5
7964,7.5,5
1950,13.125,5
7749,8.875,5
9195,5,5
